Server, Tagname,Estimation, Timestamp, Questionable, Annotated, Substituted,,,LIT-301,z(k),,g(k),,
D8CF2232, ERROR_P1_Ls,953.6993, 26/1/2016 2:27:59 AM, False, Not Annotated, False,,,953.1453,0.554,,0.065918498,,
D8CF2232, ERROR_P1_Ls,953.6995, 26/1/2016 2:28:00 AM, False, Not Annotated, False,,,953.1453,0.5542,,0.065966101,,
D8CF2232, ERROR_P1_Ls,953.7, 26/1/2016 2:28:01 AM, False, Not Annotated, False,,,953.1453,0.5547,,0.066085184,,
D8CF2232, ERROR_P1_Ls,953.7004, 26/1/2016 2:28:02 AM, False, Not Annotated, False,,,953.1453,0.5551,,0.066180528,,
D8CF2232, ERROR_P1_Ls,953.7006, 26/1/2016 2:28:03 AM, False, Not Annotated, False,,,953.1453,0.5553,,0.066228225,,
D8CF2232, ERROR_P1_Ls,953.7001, 26/1/2016 2:28:04 AM, False, Not Annotated, False,,,953.1453,0.5548,,0.066109014,,
D8CF2232, ERROR_P1_Ls,953.6996, 26/1/2016 2:28:05 AM, False, Not Annotated, False,,,953.1453,0.5543,,0.065989909,,
D8CF2232, ERROR_P1_Ls,953.6993, 26/1/2016 2:28:06 AM, False, Not Annotated, False,,,953.1453,0.554,,0.065918498,,
D8CF2232, ERROR_P1_Ls,953.6987, 26/1/2016 2:28:07 AM, False, Not Annotated, False,,,953.1453,0.5534,,0.065775791,,
D8CF2232, ERROR_P1_Ls,953.6983, 26/1/2016 2:28:08 AM, False, Not Annotated, False,,,953.1453,0.553,,0.06568074,,
D8CF2232, ERROR_P1_Ls,953.6986, 26/1/2016 2:28:09 AM, False, Not Annotated, False,,,953.1453,0.5533,,0.065752022,,
D8CF2232, ERROR_P1_Ls,953.7005, 26/1/2016 2:28:10 AM, False, Not Annotated, False,,,953.1453,0.5552,,0.066204375,,
D8CF2232, ERROR_P1_Ls,953.7018, 26/1/2016 2:28:11 AM, False, Not Annotated, False,,,953.1453,0.5565,,0.066514772,,
D8CF2232, ERROR_P1_Ls,953.7022, 26/1/2016 2:28:12 AM, False, Not Annotated, False,,,953.1453,0.5569,,0.066610425,,
D8CF2232, ERROR_P1_Ls,953.7017, 26/1/2016 2:28:13 AM, False, Not Annotated, False,,,953.1453,0.5564,,0.06649087,,
D8CF2232, ERROR_P1_Ls,953.701, 26/1/2016 2:28:14 AM, False, Not Annotated, False,,,953.1453,0.5557,,0.066323672,,
D8CF2232, ERROR_P1_Ls,953.7006, 26/1/2016 2:28:15 AM, False, Not Annotated, False,,,953.1453,0.5553,,0.066228225,,
D8CF2232, ERROR_P1_Ls,953.6971, 26/1/2016 2:28:16 AM, False, Not Annotated, False,,,953.1453,0.5518,,0.065395997,,
D8CF2232, ERROR_P1_Ls,953.6942, 26/1/2016 2:28:17 AM, False, Not Annotated, False,,,953.1453,0.5489,,0.064710422,,
D8CF2232, ERROR_P1_Ls,953.6921, 26/1/2016 2:28:18 AM, False, Not Annotated, False,,,953.1453,0.5468,,0.064216227,,
D8CF2232, ERROR_P1_Ls,953.6901, 26/1/2016 2:28:19 AM, False, Not Annotated, False,,,953.1453,0.5448,,0.063747326,,
D8CF2232, ERROR_P1_Ls,953.6887, 26/1/2016 2:28:20 AM, False, Not Annotated, False,,,953.1453,0.5434,,0.063420117,,
D8CF2232, ERROR_P1_Ls,953.6876, 26/1/2016 2:28:21 AM, False, Not Annotated, False,,,953.1453,0.5423,,0.063163615,,
D8CF2232, ERROR_P1_Ls,953.687, 26/1/2016 2:28:22 AM, False, Not Annotated, False,,,953.1453,0.5417,,0.063023924,,
D8CF2232, ERROR_P1_Ls,953.6884, 26/1/2016 2:28:23 AM, False, Not Annotated, False,,,953.1453,0.5431,,0.063350111,,
D8CF2232, ERROR_P1_Ls,953.6884, 26/1/2016 2:28:24 AM, False, Not Annotated, False,,,953.1453,0.5431,,0.063350111,,
D8CF2232, ERROR_P1_Ls,953.691, 26/1/2016 2:28:25 AM, False, Not Annotated, False,,,953.1453,0.5457,,0.063958119,,
D8CF2232, ERROR_P1_Ls,953.6986, 26/1/2016 2:28:26 AM, False, Not Annotated, False,,,953.1453,0.5533,,0.065752022,,
D8CF2232, ERROR_P1_Ls,953.7028, 26/1/2016 2:28:27 AM, False, Not Annotated, False,,,953.1453,0.5575,,0.066754034,,
D8CF2232, ERROR_P1_Ls,953.7057, 26/1/2016 2:28:28 AM, False, Not Annotated, False,,,953.1453,0.5604,,0.067450322,,
D8CF2232, ERROR_P1_Ls,953.7078, 26/1/2016 2:28:29 AM, False, Not Annotated, False,,,953.1453,0.5625,,0.067956785,,
D8CF2232, ERROR_P1_Ls,953.7087, 26/1/2016 2:28:30 AM, False, Not Annotated, False,,,953.1453,0.5634,,0.068174421,,
D8CF2232, ERROR_P1_Ls,953.7095, 26/1/2016 2:28:31 AM, False, Not Annotated, False,,,953.1453,0.5642,,0.068368167,,
D8CF2232, ERROR_P1_Ls,953.7094, 26/1/2016 2:28:32 AM, False, Not Annotated, False,,,953.1453,0.5641,,0.068343934,,
D8CF2232, ERROR_P1_Ls,953.7091, 26/1/2016 2:28:33 AM, False, Not Annotated, False,,,953.1453,0.5638,,0.068271259,,
D8CF2232, ERROR_P1_Ls,953.7068, 26/1/2016 2:28:34 AM, False, Not Annotated, False,,,953.1453,0.5615,,0.067715376,,
D8CF2232, ERROR_P1_Ls,953.7031, 26/1/2016 2:28:35 AM, False, Not Annotated, False,,,953.1453,0.5578,,0.066825896,,
D8CF2232, ERROR_P1_Ls,953.7031, 26/1/2016 2:28:36 AM, False, Not Annotated, False,,,953.1453,0.5578,,0.066825896,,
D8CF2232, ERROR_P1_Ls,953.7003, 26/1/2016 2:28:37 AM, False, Not Annotated, False,,,953.1453,0.555,,0.066156685,,
D8CF2232, ERROR_P1_Ls,953.6952, 26/1/2016 2:28:38 AM, False, Not Annotated, False,,,953.1453,0.5499,,0.064946419,,
D8CF2232, ERROR_P1_Ls,953.6929, 26/1/2016 2:28:39 AM, False, Not Annotated, False,,,953.1453,0.5476,,0.064404268,,
D8CF2232, ERROR_P1_Ls,953.6904, 26/1/2016 2:28:40 AM, False, Not Annotated, False,,,953.1453,0.5451,,0.063817551,,
D8CF2232, ERROR_P1_Ls,952.7982, 26/1/2016 2:28:41 AM, False, Not Annotated, False,,,950.1453,2.6529,,1.511574411,,
D8CF2232, ERROR_P1_Ls,952.1729, 26/1/2016 2:28:42 AM, False, Not Annotated, False,,,950.1453,2.0276,,0.882982989,,
D8CF2232, ERROR_P1_Ls,951.7332, 26/1/2016 2:28:43 AM, False, Not Annotated, False,,,950.1453,1.5879,,0.5415444,,
D8CF2232, ERROR_P1_Ls,951.4255, 26/1/2016 2:28:44 AM, False, Not Annotated, False,,,950.1453,1.2802,,0.352000611,,
D8CF2232, ERROR_P1_Ls,951.2101, 26/1/2016 2:28:45 AM, False, Not Annotated, False,,,950.1453,1.0648,,0.243513956,,
D8CF2232, ERROR_P1_Ls,951.0582, 26/1/2016 2:28:46 AM, False, Not Annotated, False,,,950.1453,0.9129,,0.178992233,,
D8CF2232, ERROR_P1_Ls,950.951, 26/1/2016 2:28:47 AM, False, Not Annotated, False,,,950.1453,0.8057,,0.139423024,,
D8CF2232, ERROR_P1_Ls,950.8754, 26/1/2016 2:28:48 AM, False, Not Annotated, False,,,950.1453,0.7301,,0.114486023,,
D8CF2232, ERROR_P1_Ls,950.8218, 26/1/2016 2:28:49 AM, False, Not Annotated, False,,,950.1453,0.6765,,0.098293177,,
D8CF2232, ERROR_P1_Ls,950.7845, 26/1/2016 2:28:50 AM, False, Not Annotated, False,,,950.1453,0.6392,,0.087752865,,
D8CF2232, ERROR_P1_Ls,950.7596, 26/1/2016 2:28:51 AM, False, Not Annotated, False,,,950.1453,0.6143,,0.081049213,,
D8CF2232, ERROR_P1_Ls,950.7438, 26/1/2016 2:28:52 AM, False, Not Annotated, False,,,950.1453,0.5985,,0.076933605,,
D8CF2232, ERROR_P1_Ls,950.7327, 26/1/2016 2:28:53 AM, False, Not Annotated, False,,,950.1453,0.5874,,0.07410639,,
D8CF2232, ERROR_P1_Ls,950.7222, 26/1/2016 2:28:54 AM, False, Not Annotated, False,,,950.1453,0.5769,,0.071480709,,
D8CF2232, ERROR_P1_Ls,950.715, 26/1/2016 2:28:55 AM, False, Not Annotated, False,,,950.1453,0.5697,,0.069707613,,
D8CF2232, ERROR_P1_Ls,950.7101, 26/1/2016 2:28:56 AM, False, Not Annotated, False,,,950.1453,0.5648,,0.068513657,,
D8CF2232, ERROR_P1_Ls,950.7067, 26/1/2016 2:28:57 AM, False, Not Annotated, False,,,950.1453,0.5614,,0.067691258,,
D8CF2232, ERROR_P1_Ls,950.7039, 26/1/2016 2:28:58 AM, False, Not Annotated, False,,,950.1453,0.5586,,0.067017718,,
D8CF2232, ERROR_P1_Ls,950.702, 26/1/2016 2:28:59 AM, False, Not Annotated, False,,,950.1453,0.5567,,0.06656259,,
D8CF2232, ERROR_P1_Ls,950.6995, 26/1/2016 2:29:00 AM, False, Not Annotated, False,,,950.1453,0.5542,,0.065966101,,
D8CF2232, ERROR_P1_Ls,950.6977, 26/1/2016 2:29:01 AM, False, Not Annotated, False,,,950.1453,0.5524,,0.065538291,,
D8CF2232, ERROR_P1_Ls,950.6986, 26/1/2016 2:29:02 AM, False, Not Annotated, False,,,950.1453,0.5533,,0.065752022,,
D8CF2232, ERROR_P1_Ls,950.7, 26/1/2016 2:29:03 AM, False, Not Annotated, False,,,950.1453,0.5547,,0.066085184,,
D8CF2232, ERROR_P1_Ls,950.7001, 26/1/2016 2:29:04 AM, False, Not Annotated, False,,,950.1453,0.5548,,0.066109014,,
D8CF2232, ERROR_P1_Ls,950.699, 26/1/2016 2:29:05 AM, False, Not Annotated, False,,,950.1453,0.5537,,0.065847125,,
D8CF2232, ERROR_P1_Ls,950.699, 26/1/2016 2:29:06 AM, False, Not Annotated, False,,,950.1453,0.5537,,0.065847125,,
D8CF2232, ERROR_P1_Ls,950.6981, 26/1/2016 2:29:07 AM, False, Not Annotated, False,,,950.1453,0.5528,,0.06563324,,
D8CF2232, ERROR_P1_Ls,950.6989, 26/1/2016 2:29:08 AM, False, Not Annotated, False,,,950.1453,0.5536,,0.065823343,,
D8CF2232, ERROR_P1_Ls,950.6997, 26/1/2016 2:29:09 AM, False, Not Annotated, False,,,950.1453,0.5544,,0.066013721,,
D8CF2232, ERROR_P1_Ls,950.7003, 26/1/2016 2:29:10 AM, False, Not Annotated, False,,,950.1453,0.555,,0.066156685,,
D8CF2232, ERROR_P1_Ls,950.7, 26/1/2016 2:29:11 AM, False, Not Annotated, False,,,950.1453,0.5547,,0.066085184,,
D8CF2232, ERROR_P1_Ls,950.6985, 26/1/2016 2:29:12 AM, False, Not Annotated, False,,,950.1453,0.5532,,0.065728257,,
D8CF2232, ERROR_P1_Ls,950.696, 26/1/2016 2:29:13 AM, False, Not Annotated, False,,,950.1453,0.5507,,0.065135526,,
D8CF2232, ERROR_P1_Ls,950.6944, 26/1/2016 2:29:14 AM, False, Not Annotated, False,,,950.1453,0.5491,,0.064757587,,
D8CF2232, ERROR_P1_Ls,950.6932, 26/1/2016 2:29:15 AM, False, Not Annotated, False,,,950.1453,0.5479,,0.064474855,,
D8CF2232, ERROR_P1_Ls,950.6907, 26/1/2016 2:29:16 AM, False, Not Annotated, False,,,950.1453,0.5454,,0.063887816,,
D8CF2232, ERROR_P1_Ls,950.6888, 26/1/2016 2:29:17 AM, False, Not Annotated, False,,,950.1453,0.5435,,0.063443461,,
D8CF2232, ERROR_P1_Ls,950.6882, 26/1/2016 2:29:18 AM, False, Not Annotated, False,,,950.1453,0.5429,,0.063303461,,
D8CF2232, ERROR_P1_Ls,950.6899, 26/1/2016 2:29:19 AM, False, Not Annotated, False,,,950.1453,0.5446,,0.06370053,,
D8CF2232, ERROR_P1_Ls,950.6918, 26/1/2016 2:29:20 AM, False, Not Annotated, False,,,950.1453,0.5465,,0.064145782,,
D8CF2232, ERROR_P1_Ls,950.6937, 26/1/2016 2:29:21 AM, False, Not Annotated, False,,,950.1453,0.5484,,0.064592585,,
D8CF2232, ERROR_P1_Ls,950.6957, 26/1/2016 2:29:22 AM, False, Not Annotated, False,,,950.1453,0.5504,,0.065064579,,
D8CF2232, ERROR_P1_Ls,950.6984, 26/1/2016 2:29:23 AM, False, Not Annotated, False,,,950.1453,0.5531,,0.065704496,,
D8CF2232, ERROR_P1_Ls,950.7003, 26/1/2016 2:29:24 AM, False, Not Annotated, False,,,950.1453,0.555,,0.066156685,,
D8CF2232, ERROR_P1_Ls,950.701, 26/1/2016 2:29:25 AM, False, Not Annotated, False,,,950.1453,0.5557,,0.066323672,,
D8CF2232, ERROR_P1_Ls,950.6969, 26/1/2016 2:29:26 AM, False, Not Annotated, False,,,950.1453,0.5516,,0.0653486,,
D8CF2232, ERROR_P1_Ls,950.6934, 26/1/2016 2:29:27 AM, False, Not Annotated, False,,,950.1453,0.5481,,0.064521934,,
D8CF2232, ERROR_P1_Ls,950.6918, 26/1/2016 2:29:28 AM, False, Not Annotated, False,,,950.1453,0.5465,,0.064145782,,
D8CF2232, ERROR_P1_Ls,950.6907, 26/1/2016 2:29:29 AM, False, Not Annotated, False,,,950.1453,0.5454,,0.063887816,,
D8CF2232, ERROR_P1_Ls,950.6907, 26/1/2016 2:29:30 AM, False, Not Annotated, False,,,950.1453,0.5454,,0.063887816,,
D8CF2232, ERROR_P1_Ls,950.6901, 26/1/2016 2:29:31 AM, False, Not Annotated, False,,,950.1453,0.5448,,0.063747326,,
D8CF2232, ERROR_P1_Ls,950.6911, 26/1/2016 2:29:32 AM, False, Not Annotated, False,,,950.1453,0.5458,,0.063981561,,
D8CF2232, ERROR_P1_Ls,950.6942, 26/1/2016 2:29:33 AM, False, Not Annotated, False,,,950.1453,0.5489,,0.064710422,,
D8CF2232, ERROR_P1_Ls,950.6951, 26/1/2016 2:29:34 AM, False, Not Annotated, False,,,950.1453,0.5498,,0.0649228,,
D8CF2232, ERROR_P1_Ls,950.6951, 26/1/2016 2:29:35 AM, False, Not Annotated, False,,,950.1453,0.5498,,0.0649228,,
D8CF2232, ERROR_P1_Ls,950.6945, 26/1/2016 2:29:36 AM, False, Not Annotated, False,,,950.1453,0.5492,,0.064781176,,
D8CF2232, ERROR_P1_Ls,950.6946, 26/1/2016 2:29:37 AM, False, Not Annotated, False,,,950.1453,0.5493,,0.064804769,,
D8CF2232, ERROR_P1_Ls,950.6946, 26/1/2016 2:29:38 AM, False, Not Annotated, False,,,950.1453,0.5493,,0.064804769,,
D8CF2232, ERROR_P1_Ls,950.6932, 26/1/2016 2:29:39 AM, False, Not Annotated, False,,,950.1453,0.5479,,0.064474855,,
D8CF2232, ERROR_P1_Ls,950.6913, 26/1/2016 2:29:40 AM, False, Not Annotated, False,,,950.1453,0.546,,0.06402846,,
D8CF2232, ERROR_P1_Ls,950.6901, 26/1/2016 2:29:41 AM, False, Not Annotated, False,,,947.1453,3.5448,,2.698803383,,
D8CF2232, ERROR_P1_Ls,949.8033, 26/1/2016 2:29:42 AM, False, Not Annotated, False,,,947.1453,2.658,,1.517391773,,
D8CF2232, ERROR_P1_Ls,949.1798, 26/1/2016 2:29:43 AM, False, Not Annotated, False,,,947.1453,2.0345,,0.889002864,,
D8CF2232, ERROR_P1_Ls,948.7424, 26/1/2016 2:29:44 AM, False, Not Annotated, False,,,947.1453,1.5971,,0.547837796,,
D8CF2232, ERROR_P1_Ls,948.4347, 26/1/2016 2:29:45 AM, False, Not Annotated, False,,,947.1453,1.2894,,0.357078008,,
D8CF2232, ERROR_P1_Ls,948.2196, 26/1/2016 2:29:46 AM, False, Not Annotated, False,,,947.1453,1.0743,,0.247878536,,
D8CF2232, ERROR_P1_Ls,948.0683, 26/1/2016 2:29:47 AM, False, Not Annotated, False,,,947.1453,0.923,,0.182974755,,
D8CF2232, ERROR_P1_Ls,947.9596, 26/1/2016 2:29:48 AM, False, Not Annotated, False,,,947.1453,0.8143,,0.142415298,,
D8CF2232, ERROR_P1_Ls,947.882, 26/1/2016 2:29:49 AM, False, Not Annotated, False,,,947.1453,0.7367,,0.116565253,,
D8CF2232, ERROR_P1_Ls,947.8284, 26/1/2016 2:29:50 AM, False, Not Annotated, False,,,947.1453,0.6831,,0.100220449,,
D8CF2232, ERROR_P1_Ls,947.791, 26/1/2016 2:29:51 AM, False, Not Annotated, False,,,947.1453,0.6457,,0.08954665,,
D8CF2232, ERROR_P1_Ls,947.7648, 26/1/2016 2:29:52 AM, False, Not Annotated, False,,,947.1453,0.6195,,0.082427171,,
D8CF2232, ERROR_P1_Ls,947.7474, 26/1/2016 2:29:53 AM, False, Not Annotated, False,,,947.1453,0.6021,,0.077861905,,
D8CF2232, ERROR_P1_Ls,947.7474, 26/1/2016 2:29:54 AM, False, Not Annotated, False,,,947.1453,0.6021,,0.077861905,,
D8CF2232, ERROR_P1_Ls,947.7251, 26/1/2016 2:29:55 AM, False, Not Annotated, False,,,947.1453,0.5798,,0.072201163,,
D8CF2232, ERROR_P1_Ls,947.717, 26/1/2016 2:29:56 AM, False, Not Annotated, False,,,947.1453,0.5717,,0.070197906,,
D8CF2232, ERROR_P1_Ls,947.7114, 26/1/2016 2:29:57 AM, False, Not Annotated, False,,,947.1453,0.5661,,0.068829416,,
D8CF2232, ERROR_P1_Ls,947.7025, 26/1/2016 2:29:58 AM, False, Not Annotated, False,,,947.1453,0.5572,,0.06668221,,
D8CF2232, ERROR_P1_Ls,947.6989, 26/1/2016 2:29:59 AM, False, Not Annotated, False,,,947.1453,0.5536,,0.065823343,,
D8CF2232, ERROR_P1_Ls,947.6959, 26/1/2016 2:30:00 AM, False, Not Annotated, False,,,947.1453,0.5506,,0.065111873,,
D8CF2232, ERROR_P1_Ls,947.6939, 26/1/2016 2:30:01 AM, False, Not Annotated, False,,,947.1453,0.5486,,0.064639707,,
D8CF2232, ERROR_P1_Ls,947.6924, 26/1/2016 2:30:02 AM, False, Not Annotated, False,,,947.1453,0.5471,,0.06428671,,
D8CF2232, ERROR_P1_Ls,947.6915, 26/1/2016 2:30:03 AM, False, Not Annotated, False,,,947.1453,0.5462,,0.064075376,,
D8CF2232, ERROR_P1_Ls,947.6915, 26/1/2016 2:30:04 AM, False, Not Annotated, False,,,947.1453,0.5462,,0.064075376,,
D8CF2232, ERROR_P1_Ls,947.6907, 26/1/2016 2:30:05 AM, False, Not Annotated, False,,,947.1453,0.5454,,0.063887816,,
D8CF2232, ERROR_P1_Ls,947.6902, 26/1/2016 2:30:06 AM, False, Not Annotated, False,,,947.1453,0.5449,,0.06377073,,
D8CF2232, ERROR_P1_Ls,947.6893, 26/1/2016 2:30:07 AM, False, Not Annotated, False,,,947.1453,0.544,,0.063560246,,
D8CF2232, ERROR_P1_Ls,947.6887, 26/1/2016 2:30:08 AM, False, Not Annotated, False,,,947.1453,0.5434,,0.063420117,,
D8CF2232, ERROR_P1_Ls,947.6882, 26/1/2016 2:30:09 AM, False, Not Annotated, False,,,947.1453,0.5429,,0.063303461,,
D8CF2232, ERROR_P1_Ls,947.6896, 26/1/2016 2:30:10 AM, False, Not Annotated, False,,,947.1453,0.5443,,0.063630369,,
D8CF2232, ERROR_P1_Ls,947.6906, 26/1/2016 2:30:11 AM, False, Not Annotated, False,,,947.1453,0.5453,,0.06386439,,
D8CF2232, ERROR_P1_Ls,947.6913, 26/1/2016 2:30:12 AM, False, Not Annotated, False,,,947.1453,0.546,,0.06402846,,
D8CF2232, ERROR_P1_Ls,947.6918, 26/1/2016 2:30:13 AM, False, Not Annotated, False,,,947.1453,0.5465,,0.064145782,,
D8CF2232, ERROR_P1_Ls,947.6927, 26/1/2016 2:30:14 AM, False, Not Annotated, False,,,947.1453,0.5474,,0.064357232,,
D8CF2232, ERROR_P1_Ls,947.6933, 26/1/2016 2:30:15 AM, False, Not Annotated, False,,,947.1453,0.548,,0.064498392,,
D8CF2232, ERROR_P1_Ls,947.6937, 26/1/2016 2:30:16 AM, False, Not Annotated, False,,,947.1453,0.5484,,0.064592585,,
D8CF2232, ERROR_P1_Ls,947.6961, 26/1/2016 2:30:17 AM, False, Not Annotated, False,,,947.1453,0.5508,,0.065159184,,
D8CF2232, ERROR_P1_Ls,947.6978, 26/1/2016 2:30:18 AM, False, Not Annotated, False,,,947.1453,0.5525,,0.065562022,,
D8CF2232, ERROR_P1_Ls,947.699, 26/1/2016 2:30:19 AM, False, Not Annotated, False,,,947.1453,0.5537,,0.065847125,,
D8CF2232, ERROR_P1_Ls,947.699, 26/1/2016 2:30:20 AM, False, Not Annotated, False,,,947.1453,0.5537,,0.065847125,,
D8CF2232, ERROR_P1_Ls,947.7026, 26/1/2016 2:30:21 AM, False, Not Annotated, False,,,947.1453,0.5573,,0.066706147,,
D8CF2232, ERROR_P1_Ls,947.7054, 26/1/2016 2:30:22 AM, False, Not Annotated, False,,,947.1453,0.5601,,0.067378124,,
D8CF2232, ERROR_P1_Ls,947.7078, 26/1/2016 2:30:23 AM, False, Not Annotated, False,,,947.1453,0.5625,,0.067956785,,
D8CF2232, ERROR_P1_Ls,947.7081, 26/1/2016 2:30:24 AM, False, Not Annotated, False,,,947.1453,0.5628,,0.068029292,,
D8CF2232, ERROR_P1_Ls,947.7083, 26/1/2016 2:30:25 AM, False, Not Annotated, False,,,947.1453,0.563,,0.068077651,,
D8CF2232, ERROR_P1_Ls,947.7085, 26/1/2016 2:30:26 AM, False, Not Annotated, False,,,947.1453,0.5632,,0.068126027,,
D8CF2232, ERROR_P1_Ls,947.7078, 26/1/2016 2:30:27 AM, False, Not Annotated, False,,,947.1453,0.5625,,0.067956785,,
D8CF2232, ERROR_P1_Ls,947.7074, 26/1/2016 2:30:28 AM, False, Not Annotated, False,,,947.1453,0.5621,,0.06786017,,
D8CF2232, ERROR_P1_Ls,947.707, 26/1/2016 2:30:29 AM, False, Not Annotated, False,,,947.1453,0.5617,,0.067763623,,
D8CF2232, ERROR_P1_Ls,947.7064, 26/1/2016 2:30:30 AM, False, Not Annotated, False,,,947.1453,0.5611,,0.067618932,,
D8CF2232, ERROR_P1_Ls,947.7038, 26/1/2016 2:30:31 AM, False, Not Annotated, False,,,947.1453,0.5585,,0.066993725,,
D8CF2232, ERROR_P1_Ls,947.7015, 26/1/2016 2:30:32 AM, False, Not Annotated, False,,,947.1453,0.5562,,0.066443078,,
D8CF2232, ERROR_P1_Ls,947.6988, 26/1/2016 2:30:33 AM, False, Not Annotated, False,,,947.1453,0.5535,,0.065799565,,
D8CF2232, ERROR_P1_Ls,947.6959, 26/1/2016 2:30:34 AM, False, Not Annotated, False,,,947.1453,0.5506,,0.065111873,,
D8CF2232, ERROR_P1_Ls,947.6937, 26/1/2016 2:30:35 AM, False, Not Annotated, False,,,947.1453,0.5484,,0.064592585,,
D8CF2232, ERROR_P1_Ls,947.6921, 26/1/2016 2:30:36 AM, False, Not Annotated, False,,,947.1453,0.5468,,0.064216227,,
D8CF2232, ERROR_P1_Ls,947.6902, 26/1/2016 2:30:37 AM, False, Not Annotated, False,,,947.1453,0.5449,,0.06377073,,
D8CF2232, ERROR_P1_Ls,947.689, 26/1/2016 2:30:38 AM, False, Not Annotated, False,,,947.1453,0.5437,,0.063490162,,
D8CF2232, ERROR_P1_Ls,947.6894, 26/1/2016 2:30:39 AM, False, Not Annotated, False,,,947.1453,0.5441,,0.063583616,,
D8CF2232, ERROR_P1_Ls,947.6894, 26/1/2016 2:30:40 AM, False, Not Annotated, False,,,947.1453,0.5441,,0.063583616,,
D8CF2232, ERROR_P1_Ls,947.6897, 26/1/2016 2:30:41 AM, False, Not Annotated, False,,,944.1453,3.5444,,2.698194344,,
D8CF2232, ERROR_P1_Ls,947.692, 26/1/2016 2:30:42 AM, False, Not Annotated, False,,,944.1453,3.5467,,2.701697256,,
D8CF2232, ERROR_P1_Ls,946.8036, 26/1/2016 2:30:43 AM, False, Not Annotated, False,,,944.1453,2.6583,,1.517734319,,
D8CF2232, ERROR_P1_Ls,945.7374, 26/1/2016 2:30:44 AM, False, Not Annotated, False,,,944.1453,1.5921,,0.544412962,,
D8CF2232, ERROR_P1_Ls,945.4276, 26/1/2016 2:30:45 AM, False, Not Annotated, False,,,944.1453,1.2823,,0.35315638,,
D8CF2232, ERROR_P1_Ls,945.2091, 26/1/2016 2:30:46 AM, False, Not Annotated, False,,,944.1453,1.0638,,0.243056782,,
D8CF2232, ERROR_P1_Ls,945.0535, 26/1/2016 2:30:47 AM, False, Not Annotated, False,,,944.1453,0.9082,,0.17715392,,
D8CF2232, ERROR_P1_Ls,944.9441, 26/1/2016 2:30:48 AM, False, Not Annotated, False,,,944.1453,0.7988,,0.137045217,,
D8CF2232, ERROR_P1_Ls,944.8679, 26/1/2016 2:30:49 AM, False, Not Annotated, False,,,944.1453,0.7226,,0.112145974,,
D8CF2232, ERROR_P1_Ls,944.8152, 26/1/2016 2:30:50 AM, False, Not Annotated, False,,,944.1453,0.6699,,0.096384617,,
D8CF2232, ERROR_P1_Ls,944.7788, 26/1/2016 2:30:51 AM, False, Not Annotated, False,,,944.1453,0.6335,,0.086194789,,
D8CF2232, ERROR_P1_Ls,944.7531, 26/1/2016 2:30:52 AM, False, Not Annotated, False,,,944.1453,0.6078,,0.0793431,,
D8CF2232, ERROR_P1_Ls,944.7327, 26/1/2016 2:30:53 AM, False, Not Annotated, False,,,944.1453,0.5874,,0.07410639,,
D8CF2232, ERROR_P1_Ls,944.7184, 26/1/2016 2:30:54 AM, False, Not Annotated, False,,,944.1453,0.5731,,0.070542133,,
D8CF2232, ERROR_P1_Ls,944.709, 26/1/2016 2:30:55 AM, False, Not Annotated, False,,,944.1453,0.5637,,0.068247043,,
D8CF2232, ERROR_P1_Ls,944.7038, 26/1/2016 2:30:56 AM, False, Not Annotated, False,,,944.1453,0.5585,,0.066993725,,
D8CF2232, ERROR_P1_Ls,944.7006, 26/1/2016 2:30:57 AM, False, Not Annotated, False,,,944.1453,0.5553,,0.066228225,,
D8CF2232, ERROR_P1_Ls,944.6983, 26/1/2016 2:30:58 AM, False, Not Annotated, False,,,944.1453,0.553,,0.06568074,,
D8CF2232, ERROR_P1_Ls,944.6967, 26/1/2016 2:30:59 AM, False, Not Annotated, False,,,944.1453,0.5514,,0.06530122,,
